property_id,micro_market,sector,latitude,longitude,distance_to_center_km,rooms,floor_area_m2,quality_score,building_age_years,amenity_density,local_tax_rate,income_zone_rating,transit_proximity_score,green_space_ratio,crime_index,school_rating,noise_level_db,energy_label,parking_available,has_balcony,last_renovation_year,valuation_eur
PROP-03677,South,Social Rental,52.353387,4.91598,2.97,3,100.3,0.7674,1,0.7743,0.004137,4,0.5735,0.5179,0.1916,4.5,50.2,1,0,0,2024,391400.0
PROP-03678,East,Social Rental,52.370748,4.925194,3.35,2,76.8,0.4372,16,0.7223,0.003791,3,0.4921,0.3187,0.4341,4.9,53.3,3,0,1,2009,257300.0
PROP-03679,Center,Private Rental,52.363491,4.862426,3.69,4,106.7,0.6327,15,0.9761,0.004518,4,0.4209,0.1014,0.144,8.0,49.0,3,0,1,2010,681100.0
PROP-03680,West,Home Ownership,52.385618,4.849132,5.38,3,72.2,0.2511,4,0.6502,0.003909,4,0.3882,0.1753,0.1169,7.0,39.1,1,1,0,2022,377600.0
PROP-03681,Center,Social Rental,52.36908,4.88226,1.42,2,57.7,0.4605,22,0.7899,0.004276,5,0.8472,0.0643,0.0655,8.0,50.8,5,1,1,2024,343200.0
PROP-03682,East,Social Rental,52.377138,4.943283,5.42,3,113.4,0.4889,2,0.5045,0.004517,3,0.1883,0.4878,0.3463,5.6,59.4,2,1,0,2024,303300.0
PROP-03683,South,Private Rental,52.341569,4.88817,3.25,4,89.4,0.8073,81,0.8427,0.0048,3,0.6916,0.0811,0.4023,7.3,48.5,4,1,1,1945,602000.0
PROP-03684,North,Social Rental,52.373329,4.906615,1.34,3,96.7,0.6407,81,0.448,0.003381,3,0.8787,0.3628,0.3744,2.4,53.5,6,1,1,1952,246800.0
PROP-03685,East,Home Ownership,52.377059,4.952519,6.43,3,68.5,0.2043,3,0.6721,0.00429,4,0.0579,0.4387,0.1544,4.6,60.8,1,0,1,2024,347000.0
PROP-03686,South,Home Ownership,52.326685,4.861744,6.06,3,65.3,0.9422,1,0.7529,0.00393,4,0.1593,0.3358,0.012,6.3,54.6,1,1,1,2024,737300.0
PROP-03687,East,Home Ownership,52.378894,4.942427,5.36,4,98.9,0.1363,57,0.6558,0.00364,4,0.2284,0.1167,0.1799,6.2,48.5,4,0,0,1976,345500.0
PROP-03688,West,Home Ownership,52.366557,4.867285,3.1,5,163.7,0.4422,31,0.436,0.003703,3,0.586,0.1796,0.1476,7.5,58.7,6,0,1,1994,636600.0
PROP-03689,East,Home Ownership,52.371341,4.965993,7.88,2,68.4,0.9505,12,0.5552,0.004295,3,0.1604,0.4775,0.2597,3.2,59.5,5,1,1,2024,625600.0
PROP-03690,South,Social Rental,52.346245,4.876082,3.37,3,71.9,0.0035,49,0.8075,0.004368,5,0.6148,0.3994,0.2675,7.5,54.5,5,0,0,1979,254500.0
PROP-03691,East,Social Rental,52.353851,4.932077,4.49,5,145.8,0.4473,9,0.5713,0.003601,3,0.449,0.374,0.2596,4.8,62.7,2,1,1,2024,393000.0
PROP-03692,South,Social Rental,52.328978,4.856287,6.26,2,71.6,0.5553,16,0.6956,0.004261,3,0.149,0.1689,0.0712,4.7,55.7,3,0,0,2008,293600.0
PROP-03693,South,Home Ownership,52.326856,4.857269,6.36,5,136.2,0.1628,50,0.8628,0.004034,4,0.1004,0.1903,0.2147,4.9,51.4,6,1,1,2023,475800.0
PROP-03694,South,Social Rental,52.35516,4.888996,1.78,5,157.1,0.478,18,0.6689,0.00462,4,0.7225,0.4446,0.0,5.5,49.0,3,0,0,2018,422600.0
PROP-03695,South,Social Rental,52.343626,4.878219,3.47,2,50.7,0.0365,31,0.7321,0.004264,4,0.6602,0.2498,0.023,6.9,39.9,7,1,1,1994,234700.0
PROP-03696,East,Social Rental,52.359801,4.928039,3.84,2,59.2,0.3811,5,0.7265,0.003978,3,0.3626,0.1943,0.0779,4.6,53.0,2,1,0,2024,268800.0
PROP-03697,Center,Social Rental,52.377127,4.924608,3.38,4,91.0,0.3986,1,1.0,0.004182,4,0.3838,0.2407,0.1134,6.4,64.7,3,1,1,2024,424200.0
PROP-03698,North,Private Rental,52.390021,4.879897,2.78,4,125.3,0.8494,28,0.3968,0.002814,3,0.7138,0.2626,0.1078,1.0,54.2,2,1,1,1997,475100.0
PROP-03699,East,Home Ownership,52.378822,4.970466,8.43,5,120.8,0.9272,3,0.693,0.00344,3,0.0,0.2065,0.1385,7.0,61.4,2,0,1,2024,899500.0
PROP-03700,East,Private Rental,52.361511,4.954656,6.69,5,134.2,0.6417,1,0.5972,0.004042,3,0.2642,0.4021,0.1153,6.3,75.5,3,0,0,2024,587300.0
PROP-03701,Center,Social Rental,52.371366,4.873387,2.4,2,75.2,0.2078,102,0.9043,0.004539,4,0.7626,0.3752,0.1681,6.8,58.6,5,0,0,1926,268800.0
PROP-03702,West,Private Rental,52.369085,4.832456,6.94,5,126.0,0.8928,4,0.5468,0.003654,3,0.1509,0.4768,0.2376,5.0,40.8,1,0,0,2024,571500.0
PROP-03703,South,Social Rental,52.359088,4.891509,1.27,5,105.2,0.5029,30,0.7336,0.004163,3,0.8552,0.3625,0.1423,2.0,40.6,4,0,0,1995,417200.0
PROP-03704,East,Social Rental,52.35202,4.936867,5.06,2,54.8,0.1613,81,0.6109,0.003865,4,0.4627,0.3068,0.2107,3.2,53.3,3,0,0,1958,195400.0
PROP-03705,West,Social Rental,52.387824,4.864117,3.96,3,75.2,0.3684,40,0.6486,0.003272,4,0.5126,0.4937,0.109,5.6,65.1,7,0,1,1986,247700.0
PROP-03706,Center,Private Rental,52.369691,4.890462,0.5,4,127.9,0.7672,32,0.9818,0.004037,5,1.0,0.5389,0.0898,5.9,43.0,4,1,1,1994,776200.0
PROP-03707,East,Social Rental,52.381606,4.91241,2.32,2,57.8,0.7617,18,0.5781,0.004078,4,0.859,0.3095,0.3299,6.8,48.9,3,0,0,2006,297300.0
PROP-03708,West,Home Ownership,52.388766,4.816977,8.91,5,166.0,0.6263,3,0.502,0.003818,2,0.0,0.5857,0.1792,3.6,47.9,2,1,0,2024,837200.0
PROP-03709,West,Social Rental,52.381371,4.85086,5.06,2,57.3,0.0546,67,0.6983,0.003855,3,0.2219,0.5087,0.131,4.0,62.2,4,1,1,1962,184700.0
PROP-03710,West,Home Ownership,52.377398,4.805162,10.01,5,151.2,0.929,2,0.5378,0.003531,3,0.0,0.0,0.2714,6.9,49.1,1,0,1,2024,913200.0
PROP-03711,South,Social Rental,52.318799,4.844647,7.97,2,51.0,0.0401,19,0.7055,0.004074,4,0.0,0.1943,0.4067,5.9,68.9,3,0,0,2012,223900.0
PROP-03712,South,Social Rental,52.325162,4.864756,6.0,2,48.5,0.6237,30,0.7768,0.003484,4,0.3208,0.0878,0.0476,4.5,68.4,6,1,0,2009,316500.0
PROP-03713,East,Social Rental,52.355753,4.931623,4.36,2,63.2,0.8446,23,0.6846,0.003863,3,0.3331,0.4592,0.2497,4.7,54.4,5,1,0,2001,298500.0
PROP-03714,East,Home Ownership,52.377376,4.919051,2.79,5,168.4,0.2311,58,0.728,0.003722,3,0.6198,0.1448,0.1849,6.0,56.1,4,0,1,1978,628000.0
PROP-03715,West,Home Ownership,52.380755,4.835912,6.67,4,87.0,0.1244,29,0.5382,0.003778,4,0.2035,0.5917,0.3627,3.7,63.1,2,0,0,2002,336500.0
PROP-03716,East,Home Ownership,52.359003,4.906546,1.77,4,90.9,0.8862,6,0.6935,0.004382,3,0.8562,0.216,0.199,5.0,51.8,1,1,0,2020,719900.0
PROP-03717,South,Home Ownership,52.327005,4.887055,4.85,4,84.5,0.225,4,0.8462,0.003914,4,0.3833,0.1674,0.1217,6.2,44.2,3,0,1,2024,460900.0
PROP-03718,Center,Social Rental,52.376067,4.88106,1.69,2,54.0,0.9662,19,1.0,0.004954,5,0.755,0.3303,0.1492,8.1,60.3,4,0,1,2005,435500.0
PROP-03719,Center,Private Rental,52.376745,4.875794,2.26,2,52.1,0.9347,46,0.9898,0.004311,5,0.4833,0.4513,0.1901,4.7,47.7,4,0,1,1981,585100.0
PROP-03720,East,Private Rental,52.341882,4.95104,6.96,2,52.0,0.962,4,0.5617,0.003485,3,0.0569,0.8021,0.2113,5.0,60.6,2,0,0,2024,431600.0
PROP-03721,East,Social Rental,52.367808,4.941033,5.12,4,82.7,0.4144,12,0.631,0.004339,3,0.3204,0.1245,0.1973,6.9,51.9,4,0,0,2024,292100.0
PROP-03722,West,Private Rental,52.359048,4.848701,5.28,4,132.2,0.6905,31,0.3769,0.003302,3,0.1983,0.2935,0.1573,3.5,51.5,5,0,0,1999,464100.0
PROP-03723,East,Social Rental,52.34607,4.922764,4.07,3,75.8,0.5564,7,0.7718,0.00461,3,0.5225,0.2607,0.3424,3.9,61.0,1,0,1,2020,318100.0
PROP-03724,Center,Private Rental,52.353918,4.882987,2.23,5,132.3,0.9918,10,0.819,0.004507,4,0.9291,0.1944,0.1627,5.9,50.0,4,1,1,2023,887200.0
PROP-03725,North,Private Rental,52.403481,4.898614,3.74,3,104.0,0.6368,23,0.4773,0.003483,3,0.6623,0.5165,0.1893,3.8,60.7,3,1,1,2006,385000.0
PROP-03726,East,Social Rental,52.368993,4.964014,7.66,3,79.7,0.4359,1,0.6036,0.004586,3,0.0,0.2529,0.2961,4.9,61.7,3,0,1,2024,282600.0
PROP-03727,East,Private Rental,52.362188,4.927507,3.71,5,111.1,0.7133,51,0.7516,0.004152,3,0.5045,0.4204,0.1937,4.8,46.6,3,0,0,1984,572500.0
PROP-03728,South,Home Ownership,52.348393,4.881518,2.83,4,109.8,0.8129,38,0.6907,0.004241,4,0.3831,0.0,0.0307,8.4,60.3,6,0,0,1994,660800.0
PROP-03729,North,Private Rental,52.392416,4.909015,2.93,4,138.1,0.8709,27,0.5433,0.003141,3,0.704,0.4815,0.2549,5.9,62.4,4,1,0,2000,473300.0
PROP-03730,South,Home Ownership,52.315905,4.879749,6.24,5,130.3,0.9544,52,0.7117,0.004139,4,0.2187,0.0,0.1617,3.5,55.8,6,0,1,1973,987400.0
PROP-03731,North,Social Rental,52.399349,4.9085,3.59,5,142.2,0.8803,7,0.4226,0.004006,3,0.3949,0.5013,0.235,3.9,43.5,2,1,1,2024,378100.0
PROP-03732,East,Home Ownership,52.355237,4.940368,5.3,2,69.2,0.9476,5,0.6596,0.003747,4,0.2889,0.232,0.0,4.8,56.2,2,1,1,2020,577000.0
PROP-03733,East,Social Rental,52.343489,4.924905,4.44,3,75.5,0.2317,75,0.6816,0.004414,4,0.4748,0.3374,0.0,5.8,58.8,7,0,0,1955,227100.0
PROP-03734,East,Social Rental,52.37663,4.933007,4.28,3,101.4,0.2395,45,0.6758,0.00428,2,0.5169,0.1257,0.2203,3.2,61.2,6,0,1,2024,265200.0
PROP-03735,West,Social Rental,52.383262,4.794706,11.23,4,107.3,0.1679,120,0.4817,0.004361,4,0.0,0.2235,0.0,6.5,61.5,6,0,0,1904,205000.0
PROP-03736,South,Social Rental,52.351341,4.881354,2.57,4,84.9,0.2665,15,0.7745,0.004402,4,0.5518,0.259,0.1298,3.8,54.9,4,1,0,2024,328300.0
PROP-03737,East,Social Rental,52.389929,4.936408,5.1,2,59.1,0.6392,30,0.7011,0.00423,3,0.2775,0.1785,0.0,8.0,34.2,4,1,1,1995,270500.0
PROP-03738,Center,Social Rental,52.371131,4.869455,2.84,3,70.0,0.329,58,1.0,0.004771,4,0.624,0.311,0.1516,6.6,57.4,6,1,1,1994,336700.0
PROP-03739,East,Social Rental,52.35252,4.913393,2.82,2,72.3,0.6867,11,0.6826,0.003463,3,0.5698,0.0,0.1244,3.6,48.4,4,0,0,2024,294000.0
PROP-03740,South,Social Rental,52.335508,4.858129,5.6,2,68.0,0.583,38,0.7082,0.003923,4,0.4384,0.2045,0.0535,5.7,53.3,6,1,1,2015,323700.0
PROP-03741,West,Social Rental,52.372567,4.819877,8.34,2,70.8,0.8541,24,0.4799,0.003732,3,0.0,0.2196,0.0264,3.7,64.4,2,1,1,2005,304900.0
PROP-03742,North,Home Ownership,52.396625,4.89476,2.96,4,104.8,0.7203,14,0.3964,0.003462,3,0.5714,0.4708,0.1734,4.6,44.0,5,1,0,2024,500600.0
PROP-03743,North,Social Rental,52.41587,4.909229,5.33,4,101.7,0.326,6,0.4932,0.003369,3,0.4519,0.2571,0.075,2.4,73.3,1,0,0,2021,245400.0
PROP-03744,East,Home Ownership,52.3793,4.94905,6.09,5,140.9,0.0226,75,0.7027,0.003951,4,0.272,0.1242,0.1786,5.1,43.7,7,1,1,1950,384100.0
PROP-03745,West,Social Rental,52.391686,4.859245,4.64,3,103.5,0.6557,47,0.6274,0.003938,3,0.4149,0.4271,0.0467,5.7,46.4,6,1,1,1987,305600.0
PROP-03746,Center,Private Rental,52.379466,4.895508,1.05,5,137.2,0.5634,67,0.9561,0.004427,4,1.0,0.4714,0.1051,7.3,58.4,6,1,1,1963,737200.0
PROP-03747,West,Home Ownership,52.366943,4.829943,7.23,5,122.5,0.612,23,0.6168,0.003375,3,0.1358,0.3075,0.192,5.2,55.7,3,0,1,2009,601200.0
PROP-03748,South,Social Rental,52.333652,4.875053,4.6,2,62.3,0.6644,6,0.8195,0.004409,4,0.5503,0.0749,0.0279,3.9,57.6,1,1,0,2024,351100.0
PROP-03749,West,Social Rental,52.380495,4.872888,2.72,4,113.6,0.2796,3,0.5657,0.003755,3,0.7657,0.4475,0.106,5.4,53.4,2,1,1,2024,326800.0
PROP-03750,West,Home Ownership,52.386705,4.833316,7.09,4,125.8,0.5074,20,0.6222,0.003693,3,0.0,0.4374,0.5962,5.5,44.5,4,1,0,2004,574100.0
PROP-03751,South,Home Ownership,52.344957,4.878779,3.31,3,67.5,0.2861,38,0.7386,0.004253,4,0.6629,0.1767,0.369,3.6,49.0,4,1,0,1991,397300.0
PROP-03752,North,Social Rental,52.405985,4.903822,4.11,2,55.0,0.951,7,0.4237,0.003318,3,0.6038,0.0475,0.3437,5.0,64.8,3,0,1,2021,267800.0
PROP-03753,East,Private Rental,52.367173,4.919349,2.72,4,133.3,0.6857,2,0.7377,0.003838,3,0.5023,0.2562,0.2105,7.8,48.2,3,0,1,2024,593500.0
PROP-03754,West,Social Rental,52.370995,4.823,7.99,3,71.7,0.2201,13,0.7931,0.004595,3,0.0,0.4389,0.1646,7.1,63.4,5,1,1,2024,250600.0
PROP-03755,South,Private Rental,52.343586,4.870334,4.01,4,138.1,0.7507,39,0.7864,0.004458,4,0.4193,0.5106,0.0023,6.3,52.5,7,0,1,2020,621300.0
PROP-03756,North,Social Rental,52.390004,4.885865,2.44,2,60.9,0.9656,9,0.506,0.003664,2,0.5476,0.2141,0.0195,3.6,54.9,1,1,1,2024,277600.0
PROP-03757,South,Social Rental,52.340385,4.908288,3.6,2,51.6,0.3752,17,0.6847,0.004221,4,0.6922,0.3323,0.296,6.0,45.2,4,1,0,2009,277300.0
PROP-03758,East,Private Rental,52.372427,4.912597,1.97,3,83.3,0.9562,22,0.5801,0.004131,4,0.6292,0.4378,0.1027,2.5,50.6,4,0,1,2008,512500.0
PROP-03759,South,Social Rental,52.329784,4.858017,6.06,3,92.0,0.063,3,0.6966,0.00425,4,0.2799,0.2188,0.0657,6.2,61.3,3,1,1,2024,310500.0
PROP-03760,South,Private Rental,52.329355,4.868808,5.37,2,42.9,0.9973,120,0.8277,0.004112,4,0.405,0.397,0.1151,8.9,80.0,6,1,1,1930,432700.0
PROP-03761,West,Private Rental,52.379185,4.835537,6.68,4,92.7,0.6085,72,0.7599,0.003872,3,0.0515,0.0902,0.2695,4.4,54.8,5,1,1,1959,455700.0
PROP-03762,South,Home Ownership,52.333486,4.904145,4.18,3,76.3,0.0819,66,0.6624,0.004197,4,0.4146,0.5502,0.1176,7.1,52.5,5,1,0,1959,194200.0
PROP-03763,South,Social Rental,52.324405,4.856482,6.63,3,72.7,0.0801,3,0.784,0.004472,4,0.1965,0.1302,0.1557,4.8,57.1,1,0,1,2021,297500.0
PROP-03764,West,Social Rental,52.381053,4.821074,8.3,2,58.3,0.03,18,0.356,0.003292,3,0.0,0.2874,0.2463,6.2,63.5,3,1,0,2010,198600.0
PROP-03765,North,Social Rental,52.394002,4.94288,5.95,2,60.7,0.876,48,0.5662,0.003412,3,0.3074,0.5335,0.1166,5.2,74.8,7,0,0,1989,214000.0
PROP-03766,East,Social Rental,52.371898,4.938598,4.84,3,94.3,0.9291,6,0.6653,0.004113,3,0.457,0.2548,0.0818,5.1,62.2,3,1,1,2024,395400.0
PROP-03767,North,Social Rental,52.392756,4.918954,3.67,3,84.6,0.7829,7,0.39,0.00356,2,0.4789,0.5133,0.1373,5.1,45.7,1,0,0,2017,275100.0
PROP-03768,South,Private Rental,52.341497,4.851253,5.8,5,110.5,0.8376,1,0.8454,0.004215,4,0.3925,0.3868,0.0622,4.6,66.6,1,1,1,2024,752700.0
PROP-03769,West,Private Rental,52.366915,4.87528,2.22,5,110.3,0.6865,3,0.651,0.004149,4,0.7345,0.2279,0.2112,3.0,48.1,2,1,0,2024,555800.0
PROP-03770,West,Social Rental,52.383076,4.869478,3.18,2,68.4,0.2426,71,0.6458,0.003313,3,0.7303,0.3143,0.1242,4.6,58.0,6,0,1,1954,215200.0
PROP-03771,South,Home Ownership,52.352847,4.843046,6.07,4,110.2,0.0313,13,0.7566,0.003869,3,0.183,0.3096,0.211,6.9,38.0,3,0,1,2013,437400.0
PROP-03772,North,Private Rental,52.390057,4.90699,2.59,4,99.2,0.5804,37,0.4892,0.004194,2,0.4007,0.3683,0.0741,5.1,52.3,6,0,1,1989,391900.0
PROP-03773,Center,Home Ownership,52.378781,4.894381,0.98,5,105.8,0.4569,38,0.843,0.004892,5,0.8146,0.5638,0.1392,7.9,43.3,6,1,1,1986,841500.0
PROP-03774,South,Social Rental,52.317577,4.870249,6.43,4,106.2,0.5628,11,0.8621,0.003644,3,0.1756,0.0456,0.0835,8.3,63.3,4,1,0,2024,380600.0
PROP-03775,Center,Home Ownership,52.356001,4.895066,1.55,5,168.2,0.0628,3,0.8959,0.004243,4,0.8388,0.1909,0.2105,8.2,50.8,2,1,1,2024,656700.0
PROP-03776,Center,Private Rental,52.372391,4.877644,1.94,5,124.2,0.6689,12,0.8586,0.004576,4,0.728,0.1916,0.0027,7.9,40.7,3,1,0,2019,802000.0
PROP-03777,South,Home Ownership,52.347586,4.898117,2.51,3,61.2,0.9898,35,0.8127,0.00391,3,0.7952,0.1725,0.197,8.7,35.5,3,1,1,2009,702600.0
PROP-03778,South,Home Ownership,52.327195,4.889714,4.79,4,118.0,0.4918,32,1.0,0.004142,3,0.4948,0.0795,0.0647,5.1,56.8,5,1,1,1998,761100.0
PROP-03779,North,Private Rental,52.424933,4.906277,6.22,3,98.7,0.6606,1,0.4868,0.003743,2,0.3783,0.5447,0.2257,3.5,72.9,2,1,1,2024,422200.0
PROP-03780,South,Private Rental,52.348751,4.877355,3.07,2,61.2,0.6896,41,0.8855,0.004191,5,0.724,0.2298,0.0966,4.9,49.5,4,0,1,1983,494800.0
PROP-03781,West,Social Rental,52.373447,4.844312,5.64,2,65.8,0.4559,99,0.4306,0.003952,3,0.4109,0.4399,0.3061,4.4,45.1,5,0,0,1940,196700.0
PROP-03782,South,Private Rental,52.355253,4.871829,3.05,3,92.5,0.6138,10,0.6717,0.004099,3,0.6091,0.2682,0.2328,7.1,46.8,3,0,1,2024,542500.0
PROP-03783,West,Social Rental,52.363645,4.838028,6.36,3,74.5,0.4568,17,0.5544,0.003668,3,0.1488,0.4387,0.2877,6.1,52.7,3,1,1,2012,284800.0
PROP-03784,East,Social Rental,52.371882,4.935205,4.47,2,55.7,0.6098,120,0.6465,0.003577,4,0.5742,0.5536,0.0,3.8,47.2,4,1,1,1905,250600.0
PROP-03785,Center,Home Ownership,52.377872,4.904404,1.36,5,162.3,0.6129,57,0.9985,0.004553,4,0.6702,0.0361,0.2736,6.2,48.4,5,1,1,1978,1095100.0
PROP-03786,South,Private Rental,52.353368,4.864276,3.88,5,112.8,0.7377,33,0.7899,0.004156,4,0.537,0.0,0.1855,6.4,56.3,5,1,0,1997,632000.0
PROP-03787,North,Social Rental,52.393126,4.928828,4.55,2,52.4,0.689,46,0.4542,0.003444,2,0.4401,0.6142,0.0,4.3,53.2,6,0,1,1979,211600.0
PROP-03788,East,Social Rental,52.363746,4.928149,3.74,4,104.5,0.6511,10,0.6493,0.003734,3,0.6974,0.2297,0.195,5.9,44.8,4,1,1,2024,370900.0
PROP-03789,North,Social Rental,52.392063,4.939114,5.47,5,114.6,0.6864,21,0.5172,0.002987,2,0.3949,0.2272,0.1793,4.8,63.6,4,1,0,2005,305700.0
PROP-03790,East,Social Rental,52.348401,4.944634,6.01,2,52.0,0.7721,22,0.4367,0.004323,2,0.3051,0.4494,0.2269,7.0,44.9,4,0,1,2012,288700.0
PROP-03791,South,Social Rental,52.330767,4.859038,5.91,2,69.8,0.4105,77,0.8738,0.004486,3,0.419,0.1276,0.3747,5.9,53.6,5,0,1,1957,255600.0
PROP-03792,North,Home Ownership,52.425209,4.916797,6.59,5,150.8,0.9704,23,0.4205,0.003623,3,0.3012,0.7669,0.3299,4.8,62.7,2,0,0,2002,1013100.0
PROP-03793,South,Social Rental,52.325413,4.890952,4.97,2,51.6,0.6383,52,0.8151,0.003971,4,0.374,0.4158,0.304,10.0,65.4,3,1,0,1973,305700.0
PROP-03794,South,Social Rental,52.341512,4.873675,3.95,4,130.8,0.1483,46,0.7158,0.00394,4,0.4016,0.352,0.0417,8.0,47.9,5,0,0,1979,309100.0
PROP-03795,West,Home Ownership,52.373744,4.821218,8.2,5,120.2,0.7916,26,0.4949,0.003959,4,0.1122,0.0188,0.3255,4.8,58.0,2,0,0,2006,742300.0
PROP-03796,Center,Private Rental,52.372564,4.898355,0.47,4,112.2,0.9242,15,0.8594,0.004661,5,1.0,0.3274,0.2691,6.9,40.2,4,1,1,2021,794400.0
PROP-03797,South,Social Rental,52.339928,4.903114,3.46,2,43.4,0.8768,82,0.8362,0.00428,3,0.5363,0.2634,0.2241,6.7,50.0,6,1,1,1962,302400.0
PROP-03798,East,Social Rental,52.384016,4.971197,8.6,2,63.6,0.4213,6,0.5147,0.004409,4,0.0,0.3741,0.14,5.1,58.8,1,1,1,2024,257300.0
PROP-03799,North,Social Rental,52.409989,4.90029,4.48,3,86.1,0.9723,69,0.4457,0.003911,2,0.3088,0.6715,0.1623,4.9,64.0,7,0,0,1966,255900.0
PROP-03800,North,Social Rental,52.41036,4.922439,5.42,2,61.5,0.0476,10,0.4188,0.00315,3,0.3042,0.4856,0.3158,5.1,53.1,3,1,0,2024,171300.0
PROP-03801,East,Private Rental,52.339748,4.928387,5.0,4,110.9,0.6221,31,0.7863,0.004455,3,0.4175,0.3584,0.2461,5.4,64.0,6,1,1,2001,539000.0
PROP-03802,West,Home Ownership,52.380512,4.831235,7.17,4,109.7,0.8166,83,0.5669,0.004121,4,0.0,0.1292,0.0268,3.0,68.3,6,0,1,1953,516200.0
PROP-03803,West,Social Rental,52.375472,4.857439,4.21,3,88.2,0.8151,1,0.7226,0.003812,2,0.4494,0.4699,0.0487,5.4,50.8,3,1,0,2024,354500.0
PROP-03804,South,Social Rental,52.33955,4.849113,6.11,2,60.1,0.3161,12,0.75,0.004027,4,0.3042,0.1779,0.0698,6.8,57.1,3,0,0,2022,277900.0
PROP-03805,South,Home Ownership,52.339707,4.88843,3.44,5,109.2,0.7598,7,0.6626,0.004401,3,0.8244,0.229,0.2557,6.3,37.3,2,1,1,2024,877000.0
PROP-03806,North,Home Ownership,52.398407,4.891226,3.18,4,133.9,0.1907,40,0.3924,0.003367,3,0.7653,0.3403,0.2193,2.9,48.7,4,0,1,1994,335000.0
PROP-03807,North,Private Rental,52.421299,4.914942,6.11,5,166.5,0.8478,11,0.4042,0.003351,3,0.1267,0.4207,0.2072,2.4,63.9,4,1,1,2024,529100.0
PROP-03808,East,Social Rental,52.348964,4.953486,6.9,3,93.2,0.6795,19,0.7458,0.004546,3,0.0226,0.3332,0.2583,8.5,54.8,2,0,1,2009,305100.0
PROP-03809,North,Private Rental,52.376932,4.922106,3.11,3,71.0,0.7843,35,0.5044,0.003723,3,0.7881,0.5129,0.0509,5.6,51.0,3,0,0,1998,400300.0
PROP-03810,South,Private Rental,52.346571,4.888093,2.71,3,92.7,0.7582,21,0.7212,0.004731,3,0.6088,0.4912,0.0599,5.3,51.1,3,0,1,2004,587400.0
PROP-03811,Center,Home Ownership,52.363483,4.89149,0.82,3,81.9,0.5545,17,0.8188,0.00505,5,0.9642,0.4283,0.2112,7.8,56.6,4,1,1,2015,752000.0
PROP-03812,East,Social Rental,52.368061,4.9604,7.26,5,124.2,0.4206,5,0.5832,0.00402,3,0.0801,0.4164,0.0336,4.9,53.0,3,1,1,2024,346900.0
PROP-03813,East,Social Rental,52.377673,4.923361,3.26,2,50.9,0.3094,51,0.6571,0.004005,4,0.4363,0.5347,0.3882,5.3,48.4,5,0,0,2024,224200.0
PROP-03814,South,Home Ownership,52.328249,4.887102,4.72,4,94.8,0.8097,10,0.7332,0.004736,5,0.3832,0.7081,0.1778,7.9,56.7,3,1,1,2024,732100.0
PROP-03815,Center,Social Rental,52.360528,4.906658,1.67,5,117.8,0.5154,93,0.7912,0.004259,4,0.7135,0.4092,0.2064,6.3,50.1,4,0,0,1939,408600.0
PROP-03816,West,Social Rental,52.369672,4.8527,4.7,5,127.8,0.6887,3,0.7288,0.004347,4,0.5373,0.3231,0.3234,2.0,60.1,3,0,0,2024,398700.0
PROP-03817,West,Home Ownership,52.38141,4.858894,4.2,4,124.2,0.5509,22,0.4919,0.003892,3,0.3667,0.2954,0.3194,7.6,54.4,3,1,0,2012,569100.0
PROP-03818,North,Home Ownership,52.39902,4.910735,3.66,3,93.0,0.3246,1,0.3515,0.003533,3,0.58,0.2965,0.0665,5.2,55.6,1,1,1,2024,324400.0
PROP-03819,West,Social Rental,52.370837,4.84498,5.55,5,139.1,0.77,15,0.75,0.003817,3,0.3853,0.4014,0.2158,6.4,62.7,3,1,1,2012,423800.0
PROP-03820,North,Home Ownership,52.385922,4.906955,2.21,5,118.1,0.5774,2,0.4472,0.003937,3,0.8627,0.3952,0.0,1.8,47.9,2,1,1,2023,576700.0
PROP-03821,North,Private Rental,52.378136,4.928482,3.82,2,72.3,0.5388,50,0.5507,0.003117,3,0.6311,0.1634,0.2662,4.3,51.8,3,1,1,1981,311300.0
PROP-03822,East,Home Ownership,52.364658,4.956873,6.89,3,67.7,0.8406,8,0.5499,0.003641,3,0.2001,0.3067,0.1552,5.7,68.1,1,0,1,2016,579100.0
PROP-03823,West,Home Ownership,52.377444,4.853412,4.69,5,120.6,0.8926,18,0.6392,0.004151,4,0.2959,0.6899,0.3118,7.0,49.0,3,1,1,2024,850700.0
PROP-03824,East,Home Ownership,52.373285,4.906818,1.36,4,123.5,0.9848,12,0.768,0.00445,3,0.922,0.3599,0.4154,6.8,49.4,5,0,1,2013,851400.0
PROP-03825,North,Social Rental,52.406408,4.909715,4.36,4,111.0,0.9538,60,0.3842,0.00343,3,0.5194,0.6913,0.2049,4.6,48.5,5,0,1,1975,287800.0
PROP-03826,South,Private Rental,52.330725,4.862433,5.66,2,67.5,0.7618,10,0.8399,0.004376,4,0.3271,0.0544,0.1615,6.1,69.7,3,1,1,2024,515400.0
PROP-03827,South,Social Rental,52.333597,4.864273,5.29,3,95.4,0.6316,28,0.7417,0.004605,3,0.2763,0.2037,0.184,4.9,63.1,4,1,1,1996,384200.0
PROP-03828,North,Social Rental,52.412897,4.910675,5.07,4,86.4,0.6346,20,0.5353,0.003997,2,0.342,0.4457,0.2112,3.6,41.3,2,1,1,2004,268800.0
